Rating,Date,Sentiment,Review content English,Actual Date
5,4 months ago,positive,The hospital is very beautiful and all the services are available and the deal is very sophisticated.,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Reception employee Nahid Al -Harbi, the summit of taste, cooperation and respect, thanks to the heart",2024-03-12 08:15:12.709766
5,4 months ago,positive,My German testimony is wounded. Praise be to God. I meet the best doctors.,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Professor Amer, the guest experience department is very cooperative and cheerful",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks to Brother Amer, Department of Patient Relations and dealing with the topic with all professionalism",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thank you, Professor Amer, to understand my problem in a very professional way. Thank you, the wonderful employee",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the reception staff in particular, the employee, Bahia Al -Nawar, Hassan, her high -end treatment for all auditors",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Reception employee Bahia Al -Nawar, may God bless the Most Gracious, morals, cooperation and dealing, may God protect it",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I offer my own thanks to the reception employee Bahia Al -Nawar Hassan, she treats her with a screen faced by auditors, frankness, morals and excellent dealings",2024-03-12 08:15:12.709766
5,4 months ago,positive,A RLIABLE HOSPITAL In Medinah,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks and appreciation to everyone who works inside this hospital, especially the reception employee, Bahia Al -Nawar, her cooperation, appreciation, respect for the auditors, and the service of all with all the wide chest and love of respect",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the receptionist, good treatment with her aspect of her. My many questions are carried by Bahia Al -Nawar",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Orthopedic and rheumatology section, God willing",2024-03-12 08:15:12.709766
5,4 months ago,positive,"A wonderful place, especially mentioning the employee Ahmed Al -Ahmadi, may God bless high morals and a permanent smile",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Distinctive services, sophisticated treatment and cooperation of Professor Fatima Fayez, the continuous to facilitate any difficulties",2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank the reception employee Bahia for its excellent illness,2024-03-12 08:15:12.709766
5,4 months ago,positive,The best reception employee Bahi Al Nawar,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The reception employee is a special thanks, and the hope of a fully moral employee, and God is a lot like her",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the German Hospital for the most wonderful service, especially Professor Amwaj Hassan, who treats her cooperation with me and with patients, may God make her happy, Lord",2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank the Saudi German Hospital and we thank Professor Nawwaf Al -Ghamdi for his cooperation with us,2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks and appreciation to the employee.,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I would like to thank the hospital the initiative to educate the community and for the activities presented by the education administration, and we thank Professor Nawaf Al -Ghamdi.",2024-03-12 08:15:12.709766
5,4 months ago,positive,The best hospitals dealing doctors hygiene and system,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Good experience in addition to the advancement of the administrative and medical staff, reflects a mental image and a good impression",2024-03-12 08:15:12.709766
5,4 months ago,positive,Reception employee Bahia Al Nawar is an excellent employee and all thanks and appreciation,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the receptionist Bahia Al -Nawar, his good dealing, speed and smile",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Whoever is in the laboratory department is named, may God make you happy",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Laboratory employee, spectra, very beloved of her morals, dealing, and good conservation, her care and interest in patients and children",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Frankly, the reception alone is a honey called the dreams of God is happy",2024-03-12 08:15:12.709766
5,4 months ago,positive,"A wonderful hospital and a sophisticated deal, especially the laboratory department.",2024-03-12 08:15:12.709766
5,4 months ago,positive,Muhammad Rayhan is the best doctors,2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks to all employees of the Saudi German Hospital and special thanks to Dr. Musab,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thank you, the Saudi German Hospital in Al -Madinah Al -Munawwara",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The highest level of medical service, the level of Medina around it, dealt with the most hospital doctor, the level of expertise, the highest level",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I extend my sincere thanks and gratitude to the medical and administrative staff of good dealing and sophistication, especially mentioning Dr. Musab Kamal, his cooperation, may God reward you, and reward you for us.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"A large hospital and comfortable dealing and services excellent, sophisticated sales, Dr. Musab, a sophisticated destination for this edifice, Medina",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The employee is a honey, taste, and treated, very, very respectful",2024-03-12 08:15:12.709766
5,4 months ago,positive,"God willing, excellent service doctors",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I love you, especially the employee, spectra, with which I previously dealt with the radiology department, and currently the laboratory congratulates you as an employee like God, style, dealing, serving patients, and helping them with more required.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The best hospitals in Al -Madinah Al -Munawwarah for the Secretariat have a diversity of all specializations, services and employees, very cooperative, may God reward them.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I went to the hospital, God willing, a very wonderful deal and organize frankly, may God give them well",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Wonderful experience and reception, God willing",2024-03-12 08:15:12.709766
5,4 months ago,positive,"They deal with a real good, I love to thank the employee, the spectra of the laboratory department, its upscale treatment, and how to help the auditors with love and trust",2024-03-12 08:15:12.709766
5,4 months ago,positive,The reception employee has dealt with a very cooperative and respect,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Dr. Musab, Characters Ezz, her presence.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The best city hospitals, especially the dental department, Dr. Shaima",2024-03-12 08:15:12.709766
5,4 months ago,positive,The empione Nahid Al Harbi She Honstly,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thank you, the heart, and I wish the hospitals to be your services and the same dealing with you, and I thank you.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"A lot of experiences in the hospital, but the overall experience of reservation and going is a distinguished promise that is easy to enter and complete the procedures very special",2024-03-12 08:15:12.709766
5,4 months ago,positive,"We thank the hospital administration, high -end, employee Nawaf Al -Ghamdi, and he is very much thanks",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thank you, Dr. Musab Hassan, to deal and take care of God, may God reward you with good",2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank Professor Fahd his dealings,2024-03-12 08:15:12.709766
5,4 months ago,positive,We thank you for your dealings with us and a very special thanks to the dreams of Al -Shanqeeti,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Distinctive services, sophisticated style, accuracy of achievement",2024-03-12 08:15:12.709766
5,4 months ago,positive,Really I Was Met A. ATIENCE,2024-03-12 08:15:12.709766
5,4 months ago,positive,A very special and fast service. Mohamed Rayhan revealed a very respectable and very distinctive doctor,2024-03-12 08:15:12.709766
5,4 months ago,positive,Verry profungal Yet Friendly Doctor and Staff in and Out Quick,2024-03-12 08:15:12.709766
5,4 months ago,positive,"A professional, sophisticated deal, I hope to enable our Saudi youth, vigor",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The form of Dr. Musab, the sales department is a respectable and cooperative man",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Hospital, respect, sections and doctors, God willing",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Doctors, God willing, the summit of respect, especially the skin department",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The best hospitals, Medina, the sections and the status are excellent, blessed efforts",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Excellent Hospital, in particular, Ahmed Sobhi, the children's department, Dr. Muhammad Al -Saeed, the Radiology and Resonance Department, and the public relations are on their efforts to facilitate the procedures",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I dealt with the internal department of Muhammad Rayhan, the nose and the ear of the pharmacists",2024-03-12 08:15:12.709766
5,4 months ago,positive,It s wislly amazing services,2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank the Saudi Hospital in Al -Madinah Al -Munawwara,2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank Ahmed Al -Ahmadi to help him,2024-03-12 08:15:12.709766
5,4 months ago,positive,Distinguished services,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I would like to thank Musab in the sales department, tiredness and effort in coordinating for cases, and his keenness to provide the best service to patients. Doctors. I would like to thank Randa Salah Hassan.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The best reception, treatment and medical staff",2024-03-12 08:15:12.709766
5,4 months ago,positive,"We thank the Saudi German Hospital in general, the quality of pediatricians, in particular, thanks to Professor Sara and the unlimited cooperation and the speed of response to inquiries",2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks to the Saudi German Hospital and special thanks to Brother Musab Kamal his cooperation and efforts to complete the required tests as soon as possible,2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank the reception staff of the accuracy of the appointments and their excellent service.,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The deal is very excellent, especially mentioning Professor Fatima Fayez, very high",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks to all your efforts, especially Professor Afrah Al -Essa",2024-03-12 08:15:12.709766
5,4 months ago,positive,The employee Fatima Fayez is a very professional work and her treatment. She seeks to provide a distinguished service and advance the reputation of the place.,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Frankly, thank you very much, your distinguished services, especially Professor Afrah Al -Essa, the distinguished service, my heart inside the hospital",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks and appreciation to the good ambassador and representative of the hospital in Madinah, Fatima Fayez, efforts, services, clear and tangible fingerprints, a positive character that makes the experience of the beneficiary.",2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank the Saudi Hospital in Al -Madinah Al -Munawwara,2024-03-12 08:15:12.709766
5,4 months ago,positive,Fatima Fayez and all the crew thanks and appreciation.,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Frankly, the service is excellent, and the doctors, God willing, and the coordinator, Dr. Musab, the top of respect and attention, and everyone is dealing with high professional morals",2024-03-12 08:15:12.709766
5,4 months ago,positive,SARA Wado from the Sales DePartment at Saudi German Hospital IS Outstanding Her Prifessionalism Knowledge and Dedication Have Greatly Impacted My Experience She Provides PROMPT Assistance S Attenately and Offers Valuable,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Reception employee Nahid Al -Harbi is very dealing with him, with dedication and high morals. I thank her for her good morals",2024-03-12 08:15:12.709766
3,4 months ago,neutral,"A good experience, and I thank brother Ahmed Al -Ahmadi, may God give him health and wellness, a man of servants",2024-03-12 08:15:12.709766
5,4 months ago,positive,Thank you Sarah and his distinguished service and her upscale treatment,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Most hospitals are keen on their auditors, communicate with me more time and fed up a clinic reservation and make sure to communicate with me to know the extent of my satisfaction with the experience, and in particular I thank Fatima Khoj her efforts and cooperation",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the Al -Muwatfin, the Saudi German Hospital, is very excellent, especially that it made me deal with the employee Fatima Khoj, the marketing department. It is very nice and beautiful.",2024-03-12 08:15:12.709766
5,4 months ago,positive,A sophisticated hospital and the deal is distinguished,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks to the German Saudi, who knew me Ahmed Al -Ahmadi thanks",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Most of my reviews in the German Saudi, my birth in the German Saudi, was a comfortable experience and a wonderful interest in the details. Their interest in the level of the hospital is always continuing to support the patient.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"We were served by Medina, Mr. Nawaf Al -Ghamdi, I thank him for his cooperation and good treatment",2024-03-12 08:15:12.709766
5,4 months ago,positive,Beautiful dealing and the efforts of Professor Abdulaziz and his service thanks to it,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank Professor Nawaf Al -Ghamdi, his dealings, his understanding, morals and literature",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Marketing employee Fatima Khoujeh, I thank her her dealings and high morals, and the hospital visitors were cooperating. It was the summit of pleasant and wise.",2024-03-12 08:15:12.709766
5,4 months ago,positive,May God bless the Most Merciful.,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank your efforts and work to serve patients and for the good morals of employees and employees, especially Brother Ahmed Al -Ahmadi.",2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank Professor Nawaf Al -Ghamdi his efforts and stood with us,2024-03-12 08:15:12.709766
5,4 months ago,positive,"We thank the employee, Professor Nawaf Al -Ghamdi",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Organized and ranking hospital, I thank Brother Ahmed Al -Ahmadi, the marketing department for his cooperation with me throughout my son's hypnosis period",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The hospital is beautiful and calm, and the employees are cooperative and highlighted, especially Abdulaziz Al -Harbi",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The summit of sophistication is the summit of quality, attention, good dealing, and the tact of workers, addressing visitors. The fact that I thank the hospital’s administration first.",2024-03-12 08:15:12.709766
1,4 months ago,negative,"They have a lot, I waited a lot",2024-03-12 08:15:12.709766
1,4 months ago,negative,We had an appointment for circumcision with dr najwa in Pediatric Surger Our Baby Is 3 months Old and she was witnessed to go for generationiasia which is not the receptived for 3 months Old,2024-03-12 08:15:12.709766
5,4 months ago,positive,Treat professional and accurate marketing department,2024-03-12 08:15:12.709766
5,4 months ago,positive,The employee is the waves of the backward,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I found the details of my father, thank you to everyone who represents the morals of the Mustafa, may God bless him and grant him peace.",2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank the Saudi German Hospital and thank Professor Nawwaf Al -Ghamdi,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank Brother Nawaf Al -Ghamdi, I have a problem, and God gives him wellness, help us",2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks to Brother Nawwaf Al -Ghamdi Hassan Al -Tallad and the distinguished service,2024-03-12 08:15:12.709766
5,4 months ago,positive,Integrated hospital,2024-03-12 08:15:12.709766
5,4 months ago,positive,"My experience is wonderful and thanks, thanks, gratitude, appreciation, and love for Dr. Rasha Mohamed, Dr. Al -Nassa and Gynecology, a good time and grains helped me a lot, and she hunted me, and you will relieve me of the pain, may God reward her",2024-03-12 08:15:12.709766
1,4 months ago,negative,It does not work on Friday and surround the time 24 hours,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I reviewed the voice of the voice radiology, Sister Tayyif, a wonderful deal, style, and facilitation of dates, actually the Saudi cadre, always and distinguished, and the heroes of the right place",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The teacher, Lord, treats her sophisticated, helped me, review the hospital, give her well",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Her morals are very high and serve with the same good example an honorable example to work in this place, may God grant her success, Al -Harbi, the relations of the patients",2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks to Dr. Ruba,2024-03-12 08:15:12.709766
5,4 months ago,positive,Ruba is a very elegant person,2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank the patient's relations with her upscale treatment and help,2024-03-12 08:15:12.709766
5,4 months ago,positive,More wonderful experience,2024-03-12 08:15:12.709766
4,4 months ago,positive,Integrated hospital,2024-03-12 08:15:12.709766
5,4 months ago,positive,excellent,2024-03-12 08:15:12.709766
5,4 months ago,positive,"God willing, the best hospital in Medina is an excellent service and highly qualified doctors",2024-03-12 08:15:12.709766
1,4 months ago,negative,"Central employees are creative, follow -up to the Explore Tekk, while the patient suffers, pays, and wants to know the result, and the end put his number Black, they come to the riyal.",2024-03-12 08:15:12.709766
2,5 months ago,negative,"A person comes to the hospital, fatigue, I mean, a quick procedure, and it is necessary as soon as possible.",2024-02-11 08:15:12.709766
5,5 months ago,positive,"A patient with dialysis dies, and we went to the hospital. They made our consequences to us quickly and follow the condition medical and direct nursing and through the mobile. Thank you very much to manage the hospital. We specialize in humanity, Dr. Reham",2024-02-11 08:15:12.709766
5,5 months ago,positive,"Peace be upon you, excellent service, and we thank you for cooperating with us",2024-02-11 08:15:12.709766
5,5 months ago,positive,Thank you to the German hospital and to Dr. Rahaf Al -Ethi,2024-02-11 08:15:12.709766
5,5 months ago,positive,"Excellent service, I thank the hospital, more progress",2024-02-11 08:15:12.709766
5,5 months ago,positive,"Peace, mercy and blessings of God be upon you. Unfortunately, I have to write the complaint.",2024-02-11 08:15:12.709766
1,5 months ago,negative,Waiting for the pharmacy the hour of the train,2024-02-11 08:15:12.709766
1,5 months ago,negative,"An integrated hospital, there is no professional, the pharmacist is crowded and waiting for it in a way that is traumatized, and above the whole pressure, the employee tells you then the time of a barb",2024-02-11 08:15:12.709766
1,5 months ago,negative,"Tabhan Hospital, especially the dental clinic, Dr. Al -Suhaimi, I want to take a certificate that has installed his filling supposed to be permanent and two days, and it is good",2024-02-11 08:15:12.709766
1,5 months ago,negative,"I contacted them more time and his lack of seriousness and recklessness of customer service, I mean, transfer me department department and hear the employee moves a clip.",2024-02-11 08:15:12.709766
5,5 months ago,positive,"The most beautiful doctor, Marwa Samir, morals and knowledge, thank you, Dr. Marwa",2024-02-11 08:15:12.709766
1,5 months ago,negative,"The worst hospital is possible for them to deal with them, Ahmed Yassin Al -Masry, not a PhD doctor, who knows patients, the elderly age, literally, does not have my grandmother and his clinic full of dirt and dust as if he was his home office, not a clinic and his shape treats people to search the way of Google",2024-02-11 08:15:12.709766
5,5 months ago,positive,"Thanks and appreciation to the Saudi German Hospital, thanks, respect, and appreciation for the sweetest and sweetest doctor, Rasha Muhammad, my Lord, who is happy and successful.",2024-02-11 08:15:12.709766
5,5 months ago,positive,"Special thanks to Professor Ruqaya, receiving good morals and good dealers, may God have mercy on her parents",2024-02-11 08:15:12.709766
1,5 months ago,negative,"The radiology department does not deal with it, the reception, its morals, the auditors.",2024-02-11 08:15:12.709766
1,5 months ago,negative,Al -Madinah Al -Munawwarah Hospital is very very very very good reports,2024-02-11 08:15:12.709766
1,5 months ago,negative,"The best bad hospital is a chaotic hospital, the Department of Medical Applications, Dikhin, and if you find the daughter of God, you will help you with the endowment and waiting for an Indian. Also, the important thing is inside the hospital",2024-02-11 08:15:12.709766
5,5 months ago,positive,"Excellent, God willing",2024-02-11 08:15:12.709766
1,5 months ago,negative,"I take him a date of 3 days and every day they send letters confirmation of the appointment and contacts, and then I came to the appointment.",2024-02-11 08:15:12.709766
3,5 months ago,neutral,Its price is a little high,2024-02-11 08:15:12.709766
5,5 months ago,positive,"Special thanks to Dr. Muhammad Al -Juhani, who specializes, kidney disease, America.",2024-02-11 08:15:12.709766
1,5 months ago,negative,"Unfortunately, a bad service and a technician of the ultimate rays, the lack of taste and the handling of the bad.",2024-02-11 08:15:12.709766
1,5 months ago,negative,"The worst hospital to respect the dates of the auditors, and there is no benefit to the appointments. They give you an appointment and enter an hour after it.",2024-02-11 08:15:12.709766
1,5 months ago,negative,"Peace, mercy and blessings of God be upon you.",2024-02-11 08:15:12.709766
5,5 months ago,positive,"I was born two days, thank God.",2024-02-11 08:15:12.709766
1,5 months ago,negative,"A bad experience, Dr. Al -Asnah, and the delay in the last time in the dental clinic. I do not recommend that there are many patients.",2024-02-11 08:15:12.709766
1,5 months ago,negative,I do not deserve a star.,2024-02-11 08:15:12.709766
1,5 months ago,negative,I visited the dermatologist Shaima El -Sayed because of the nail of the foot.,2024-02-11 08:15:12.709766
5,5 months ago,positive,"The depths of my heart, I thank Dr. Mahmoud Abu Al -Makarim, very high morals",2024-02-11 08:15:12.709766
5,5 months ago,positive,"Thanks my heart to Dr. Muhammad Abu Raya, high morals, useful science, sincerity, mastery, and kindness, God bless you, God bless me, any second means. I thank him.",2024-02-11 08:15:12.709766
5,5 months ago,positive,I thank Dr. Mahmoud Al -Makarim the summit of morals and good dealing,2024-02-11 08:15:12.709766
5,5 months ago,positive,"I thank Professor Abdul Rahman Al -Hajouri to receive him and serve him very cooperative, may God protect him.",2024-02-11 08:15:12.709766
1,5 months ago,negative,"The worst experience she had a barrier for ahead of 6 o'clock and entered 8 30, in addition to that the nurse tends to be sick before me, a lot of them.",2024-02-11 08:15:12.709766
2,5 months ago,negative,The hospital is a variable time,2024-02-11 08:15:12.709766
1,5 months ago,negative,"Very very bad experience, two different doctors for the same citizenship spread and terrible in a terrible manner",2024-02-11 08:15:12.709766
5,5 months ago,positive,"Wonderful, my German experience, starting to facilitate reservation via the phone, the appointments, the employee, Sera Saud, a very wonderful deal, high morals, and the speed of Dr. Rayan Jamal, may God bless his knowledge and work. Praise be to God.",2024-02-11 08:15:12.709766
1,5 months ago,negative,"The reception employees deal very bad and the entry is high, a double price",2024-02-11 08:15:12.709766
5,5 months ago,positive,"Thanks to all our services, the beginning of the reception, and to Dr. Iman Al -Burai, Dr. Ahmed Adly, and the nurse, a share of thanks and appreciation, good dealing and good origin, and God made it the balance of your good deeds, and you are our sincere supplication",2024-02-11 08:15:12.709766
1,6 months ago,negative,"The worst city hospital is obligated to stipulate controls and laws with the dates of reservations and the commitment of appointments, and they are the first to disagree with their lack of commitment to work and reservations. In addition, the first doctor is reserved.",2024-01-12 08:15:12.709766
1,6 months ago,negative,"Surprisingly, you can sit in hours and enter the clinic, how they are not organized",2024-01-12 08:15:12.709766
1,6 months ago,negative,"Unfortunately, a doctor has been reserved. There is no dates, and after waiting an hour, they say they are waiting for us to see it",2024-01-12 08:15:12.709766
1,6 months ago,negative,I Arrived here for an emptcy and the doctor Asked for a ct scan and an inci Scan and I have been D Most of the Available Staffdo not,2024-01-12 08:15:12.709766
5,6 months ago,positive,"Thanks and appreciation to Dr. Mohamed Zalali, the pediatric doctor",2024-01-12 08:15:12.709766
1,6 months ago,negative,The doctor goes to pray and return only an hour. The lack of respect,2024-01-12 08:15:12.709766
2,6 months ago,negative,"The pediatric doctor Soha, because her time has ended, and she walked, and I was sitting.",2024-01-12 08:15:12.709766
1,6 months ago,negative,"The worst in the pharmacy hospital is delaying and the few employees, and you are waiting for the lowest thing for about an hour, and the first time the rest of the hospital departments are excellent in the service",2024-01-12 08:15:12.709766
5,6 months ago,positive,"Thanks for Dr. Heba Physiotherapy, its cooperation is its sincerity",2024-01-12 08:15:12.709766
1,6 months ago,negative,"We apologize, causing your inconvenience and your consent, please send the problem in detail by the following mail, MPEXperance Sghgroup Net",2024-01-12 08:15:12.709766
1,6 months ago,negative,A bad experience,2024-01-12 08:15:12.709766
5,6 months ago,positive,"I would like to thank Dr. Rasha Mohamed, Dr. Al -Nassa and Al -Widid, its good treatment, patience, and interest in the patients, a doctor who has a conscience in the work and the morals of our Lord, makes her happy and makes her work in the balance of her good deeds",2024-01-12 08:15:12.709766
5,6 months ago,positive,"I extend my sincere thanks, appreciation and gratitude to the nurse, Sherihan, the Department of Women and Childbirth",2024-01-12 08:15:12.709766
2,6 months ago,negative,"First of all, God willing, the last time I go to the prices are expensive and some doctors see themselves and speak to you",2024-01-12 08:15:12.709766
2,6 months ago,negative,"Dr. Al -Ghddah, Muhammad Rayhan, lacks the literature of dealing, swelling on me, as if I had, I am regretted that the German hospital, which is the top and distinctive, becomes a desirable side because of the likes of the doctor",2024-01-12 08:15:12.709766
5,6 months ago,positive,"I was born four years, Marwa Samir was wonderful, and her hand is light and long, and now I review her and still is at the same level of sophistication, good handling and patient patience.",2024-01-12 08:15:12.709766
1,6 months ago,negative,I have a comprehensive rehabilitation letter for a doctor and nerves who do the doctor who receives him because the date of the government Ramadan and the rehabilitation wants the two months to the speech,2024-01-12 08:15:12.709766
3,6 months ago,neutral,"Dealing with employees of medical personnel, God willing, bless the Most Merciful",2024-01-12 08:15:12.709766
5,6 months ago,positive,"God willing, it is beautiful to receive something 100, so it is an understanding of its work, may God bless her and grant her success",2024-01-12 08:15:12.709766
5,6 months ago,positive,"My experience, Dr. Al -Batiniya, Basma, may God bless her, is excellent, and the hospital is workers, nurses, pharmacy, beautiful dealings, ease of procedure, right, natural waiting.",2024-01-12 08:15:12.709766
5,6 months ago,positive,"Excellent hospital, very excellent services and excellent doctors",2024-01-12 08:15:12.709766
1,6 months ago,negative,"Come, humiliate and glow with your money, deal bad",2024-01-12 08:15:12.709766
4,6 months ago,positive,"I ask God Almighty, Lord of the throne, heals the sick",2024-01-12 08:15:12.709766
2,6 months ago,negative,"You come to specialize his treatment and the birth plan walking the least nurses, all",2024-01-12 08:15:12.709766
1,6 months ago,negative,"Mr. Maqam His Excellency the Minister of Health of the Kingdom of Saudi Arabia, salutations, Sidi, I am heading",2024-01-12 08:15:12.709766
5,6 months ago,positive,blesses God,2024-01-12 08:15:12.709766
1,6 months ago,negative,There is no positions and the pharmacy can stab the text of an hour. Be careful.,2024-01-12 08:15:12.709766
5,6 months ago,positive,Excellent and excellent doctors,2024-01-12 08:15:12.709766
1,6 months ago,negative,Most of the doctors that Egyptian nationality is their morals and dealings is bad. We hope that the administration will be alerted as administration,2024-01-12 08:15:12.709766
4,6 months ago,positive,"The Saudi German is distinguished as usual, but the branch needs the interest of the infrastructure and the professionalism of the nursing and reception team",2024-01-12 08:15:12.709766
1,7 months ago,negative,"We apologize, causing your inconvenience and your consent, please send the problem in detail by the following mail, MPEXperance Sghgroup Net",2023-12-13 08:15:12.709766
3,7 months ago,neutral,There is no guiding customer service and unclear directions,2023-12-13 08:15:12.709766
5,7 months ago,positive,"The best doctor of surgery, Dr. Mahmoud Al -Makarim, is very humble, and his style is sophisticated patients. The clinic is always present and patients service with dedication and real love.",2023-12-13 08:15:12.709766
1,7 months ago,negative,"The waiting service is very happy, to confuse the departments, and we are affected by the hospital",2023-12-13 08:15:12.709766
1,7 months ago,negative,It is not reasonable.,2023-12-13 08:15:12.709766
1,7 months ago,negative,"Very bad, I spoke to the reception, the right to insurance.",2023-12-13 08:15:12.709766
5,7 months ago,positive,"God willing, a great hospital, and it has excellent medical cadres, and a crowd is necessary.",2023-12-13 08:15:12.709766
1,7 months ago,negative,"I came to the hospital at 2 noon, and now 9 and a half o'clock, and the approval employees concluded slow and not professionals. Their reception is worse.",2023-12-13 08:15:12.709766
5,7 months ago,positive,"Thanks, appreciation and gratitude to Professor Sawsan, the entry office, and may God reward it, and it is not intended",2023-12-13 08:15:12.709766
4,7 months ago,positive,"A beautiful, clean hospital experience and sweet service",2023-12-13 08:15:12.709766
1,7 months ago,negative,"To the management of the hospital and doctors, may God protect you",2023-12-13 08:15:12.709766
1,7 months ago,negative,"We apologize for his interface through us, and for your consent, please send the problem in detail through the following mail MPEXperience Sghgroup Net",2023-12-13 08:15:12.709766
5,7 months ago,positive,The Hospital Secretariat is characterized by the quality of health services,2023-12-13 08:15:12.709766
1,7 months ago,negative,"Very bad, unfortunately, government hospitals, dates for the assumption of the supposed employee, the hospital, takes a role. It is a special hospital. The services must be fast.",2023-12-13 08:15:12.709766
1,7 months ago,negative,"The date of the presence of a nurse for the doctor is delaying the hour, that is, the topic is speaking",2023-12-13 08:15:12.709766
1,7 months ago,negative,Dr. Hassan Al -Balushi is a bad deal and the advice of teeth,2023-12-13 08:15:12.709766
5,7 months ago,positive,"Praise be to God, I was born 4 days, Dr. Iman Sabri, and the birth experience was enjoyable with what the full crew was short, and the care is excellent.",2023-12-13 08:15:12.709766
3,7 months ago,neutral,"The appointment of the phone of the phone was booked and upon attendance at the time of the date, it was found that the reservation is another doctor and the doctor that I need a scout with him is only received by a date",2023-12-13 08:15:12.709766
2,7 months ago,negative,"The birth rooms of the insurance are different rooms of patients, cache, the birth rooms for patients, followed the insurance, a bleeding and ancient, unfortunately, frankly, I hope to regenerate them.",2023-12-13 08:15:12.709766
